Title,Rating,Votes,Duration,Genre
The Man Who Loved UFOs,5.2,585,107.0,Biography
Bir Cumhuriyet Sarkisi,7.7,369,128.0,Biography
Glenn Fredly: The Movie,6.8,121,121.0,Biography
Madu,5.4,260,100.0,Biography
Hayatla Baris,6.3,358,125.0,Biography
Münter & Kandinsky,6.6,76,126.0,Biography
Joachim and the Apocalypse,7.2,12,90.0,Biography
Hola Frida,7.3,21,82.0,Biography
Estimados Señores,7.7,59,0.0,Biography
Ae Watan Mere Watan,4.7,1400,133.0,Biography
Obraz,7.5,15,95.0,Biography
Yatra 2,6.3,9700,132.0,Biography
Satyashodhak,8.4,357,145.0,Biography
Stevie Van Zandt: Disciple,7.9,658,147.0,Biography
Nasty,7.8,1100,103.0,Biography
Go Against the Flow,5.3,142,97.0,Biography
"Iki Gözüm Ahmet, Sürgün",3.8,138,113.0,Biography
Diane von Furstenberg: Woman in Charge,7.2,305,97.0,Biography
God Be with Us,6.8,14,90.0,Biography
Komandir,6.3,513,131.0,Biography
Mi Ilustrísimo Amigo,0.0,0,80.0,Biography
Padatik,8.4,101,126.0,Biography
Faruk,6.6,397,97.0,Biography
Wingless,7.7,87,110.0,Biography
Daytime Revolution,6.9,72,108.0,Biography
Jenni,6.6,41,113.0,Biography
Miyazaki: L'Esprit de la Nature,7.2,163,84.0,Biography
Blood'less' Revolution,6.7,260,103.0,Biography
Mit einem Tiger schlafen,6.8,148,107.0,Biography
Inexplicável,6.5,31,116.0,Biography
Rock Bottom,7.0,38,86.0,Biography
Vivekam,8.2,308,104.0,Biography
Sadik Ahmet,7.7,408,125.0,Biography
Hyper: The Stevie Hyper D Story,8.8,29,91.0,Biography
Chabuca,6.7,245,113.0,Biography
Oscar Wilde About America,0.0,0,98.0,Biography
Memoir Seorang Guru,7.1,120,120.0,Biography
Taghiev: Oil,8.9,48,120.0,Biography
Hope of Escape,7.6,38,91.0,Biography
Main Atal Hoon,6.9,6300,139.0,Biography
Pastor's Kid,6.5,38,90.0,Biography
Sharon Stone: Survival Instinct,7.0,56,52.0,Biography
Looking for Simone,6.8,9,93.0,Biography
The World According to Allee Willis,8.1,49,97.0,Biography
Bach - Ein Weihnachtswunder,6.2,167,89.0,Biography
Pod szarym niebem,7.1,34,81.0,Biography
The Movie Man,7.7,169,89.0,Biography
Gary,6.6,523,91.0,Biography
Gold,7.8,64,126.0,Biography
The Legend of Sudarshan Chakra,9.3,21,160.0,Biography
Born to Be Wild: The Story of Steppenwolf,7.2,28,100.0,Biography
Harimau Malaya: The Untold Journey,8.2,21,125.0,Biography
Raghuveer,8.9,64,125.0,Biography
The Razor's Edge,0.0,0,70.0,Biography
Parviz Khan,6.0,194,110.0,Biography
Dharmaveer 2,5.5,11000,130.0,Biography
Cartas Telepáticas,5.9,28,70.0,Biography
A Almería de Leone,0.0,0,51.0,Biography
Suzzanna: The Queen of Black Magic,6.6,41,88.0,Biography
Ruki vverkh!,5.5,241,102.0,Biography
Ago,0.0,0,80.0,Biography
Manyam Dheerudu,5.5,3500,114.0,Biography
Padu,5.1,80,97.0,Biography
MatPat the Movie,9.0,26,0.0,Biography
Fedya. Narodnyy futbolist,5.9,116,125.0,Biography
Zuckerberg: King of the Metaverse,5.7,258,90.0,Biography
Der Soldat Monika,7.2,16,109.0,Biography
Shahid,6.5,80,84.0,Biography
Dragon Boy,0.0,0,23.0,Biography
Knockout Blonde: The Kellie Maloney Story,5.9,21,90.0,Biography
Beethoven's Nine: Ode to Humanity,6.9,22,85.0,Biography
La herencia de Flora,5.8,6,0.0,Biography
Powstaniec 1863,5.4,135,115.0,Biography
Not Taken: Origins,9.8,6,69.0,Biography
The Man Died,0.0,0,105.0,Biography
Parvin,5.4,49,0.0,Biography
Michael Jackson: Ungloved,6.3,21,60.0,Biography
La Joia: Bad Gyal,5.8,80,92.0,Biography
Un hombre libre,0.0,0,88.0,Biography
30 to 45,0.0,0,118.0,Biography
Ett hjärta är alltid rött,7.1,394,103.0,Biography
The Ballad of Suzanne Césaire,5.9,34,75.0,Biography
Schindler Space Architect,0.0,0,93.0,Biography
Il était une fois Michel Legrand,8.0,36,109.0,Biography
Son Sarki: Ahmet'in Türküsü,1.6,108,101.0,Biography
Shaking It Up: The Life and Times of Liz Carpenter,8.2,8,77.0,Biography
"Wifredo, el legado de un genio del lente",0.0,0,64.0,Biography
Who Killed Lawrence of Arabia?,6.5,32,100.0,Biography
Charmian Clift: Life Burns High,7.9,15,80.0,Biography
Nonkonform,7.9,14,117.0,Biography
A nuestros amigos,8.0,8,90.0,Biography
A dangerous boy,6.9,64,90.0,Biography
"Marisol, llámame Pepa",6.8,111,87.0,Biography
COMA,9.5,9,80.0,Biography
Lulu in Turin,8.5,6,76.0,Biography
"Jacques Demy, le rose et le noir",7.1,13,88.0,Biography
Paul Anka: His Way,7.0,10,100.0,Biography
Yaremchuk: Nezrivniannyi svit krasy,8.6,450,92.0,Biography
Blake Edwards: A Love Story in 24 Frames,7.5,70,0.0,Biography
Niepewnosc,3.6,53,113.0,Biography
Maurice And I,8.8,21,98.0,Biography
"Kati: Eine Kür, die bleibt",6.1,84,99.0,Biography
The West Sky,5.2,122,0.0,Biography
Between Time and Space: E.S.T.,0.0,0,120.0,Biography
Concepción,7.3,10,0.0,Biography
The Truth: The Journey Within,7.2,8,91.0,Biography
Ray of Hope,7.0,10,105.0,Biography
Golpe a Golpe (Blow by Blow),8.3,22,90.0,Biography
Main Mulayam Singh Yadav,3.8,198,120.0,Biography
Zwanzig Jahre an der Peitsche,0.0,0,89.0,Biography
Lafran,8.2,15,99.0,Biography
The Knowing,0.0,0,88.0,Biography
Harta Tahta Raisa,4.0,71,110.0,Biography
Cutting Squares,0.0,0,128.0,Biography
9 sekund,4.5,59,91.0,Biography
L'amore e la gloria - La giovane Deledda,0.0,0,105.0,Biography
Burkitt,0.0,0,73.0,Biography
The Blood Brothers,0.0,0,94.0,Biography
Soares é Fixe,4.8,77,83.0,Biography
Rhythm of a Flower,7.4,15,81.0,Biography
Romina,7.7,12,0.0,Biography
Song of the Last Lacandon Holy Man,0.0,0,67.0,Biography
¿De qué casa eres?,0.0,0,72.0,Biography
Riv i hjertet,7.7,28,107.0,Biography
Light Blue,4.2,116,0.0,Biography
DCLXVI,0.0,0,200.0,Biography
The Preacher,0.0,0,52.0,Biography
"François Truffaut, le scénario de ma vie",6.8,35,98.0,Biography
La valanga azzurra,7.8,8,90.0,Biography
Dr. Hedgewar,0.0,0,160.0,Biography
Mini Avengers,0.0,0,200.0,Biography
The Wellness Warrior,0.0,0,45.0,Biography
"Dolly Parton: Bigger Hair, Bigger Heart",0.0,0,60.0,Biography
The Thousand Colours of the Morning,0.0,0,68.0,Biography
Simply Johanne,0.0,0,75.0,Biography
All Access to Rossa 25 Shining Years,8.7,64,91.0,Biography
Il ricercatore,5.8,7,71.0,Biography
It'll Never Work,9.6,30,57.0,Biography
Waldo,6.6,7,104.0,Biography
RADA,0.0,0,73.0,Biography
Im Schatten der Träume,8.2,10,90.0,Biography
Janet Jackson: In Control,5.5,8,60.0,Biography
"Milva, diva per sempre",0.0,0,89.0,Biography
"Sean Penn, L'enfant terrible de l'Amérique",7.3,21,52.0,Biography
Rory Gallagher: Calling Card,9.0,9,0.0,Biography
MAGA 1909,0.0,0,61.0,Biography
Bhanu,0.0,0,134.0,Biography
"Steven Spielberg, l'homme et l'enfant",6.2,9,56.0,Biography
Majnoon,6.9,34,0.0,Biography
Livio Garzanti: Il gran viziato - La morale nascosta di un editore formidabile,0.0,0,75.0,Biography
Illuminate - Monica Vitti - La donna che visse due volte,0.0,0,45.0,Biography
Beethoven's Nine,7.6,10,90.0,Biography
O Voo do Crocodilo - O Timor de Ruy Cinatti,0.0,0,71.0,Biography
Fly by Night,8.0,14,0.0,Biography
La nostra magnifica ossessione - Bernardo Bertolucci e la sua generazione,0.0,0,90.0,Biography
Izvan vremena,0.0,0,95.0,Biography
Insula Fondane (Fondane Island),9.6,11,82.0,Biography
Don't Ever Stop,9.2,14,85.0,Biography
Gulag Eros of the Russian Mind,0.0,0,56.0,Biography
Barnen från Camp Ashraf,5.4,19,88.0,Biography
"Mary, Marianna, Maria: Ta agnosta ellinika hronia tis Kallas",8.2,12,103.0,Biography
"Cruel, Usual, Necessary: The Passion of Silvio Narizzano",0.0,0,134.0,Biography
Mythical Creatures,0.0,0,90.0,Biography
Mario Verdone: Il critico viaggiatore,0.0,0,67.0,Biography
No More Trouble - Cosa rimane di una tempesta,8.7,16,97.0,Biography
I Am Kevin Harvick,9.0,15,0.0,Biography
Nebesko,5.2,10,73.0,Biography
Clergyman,0.0,0,114.0,Biography
Queen Elizabeth II: Before the Crown,0.0,0,45.0,Biography
Roman Kostomarov. Rozhdennyy dvazhdy,0.0,0,77.0,Biography
Project Alien Earth,8.3,6,0.0,Biography
Maria,4.2,22,60.0,Biography
Vincenzo Nibali - Il 7° campione,0.0,0,52.0,Biography
Carles Sabater. No espereu res de mi,8.1,19,75.0,Biography
Si dice di me,0.0,0,68.0,Biography
87 Candles,8.9,9,55.0,Biography
La couleur dans les mains,0.0,0,86.0,Biography
Freak Out: The Joel M. Reed Story,0.0,0,70.0,Biography
"José Lifante, mi aventura en el cine",0.0,0,85.0,Biography
Tesouro Natterer,0.0,0,84.0,Biography
O Homem Crocodilo,0.0,0,84.0,Biography
The Ballad of John and Yoko,8.4,16,101.0,Biography
Ouka Leele. El viaje de una estrella,0.0,0,60.0,Biography
Bad Bunny: Global Takeover,0.0,0,60.0,Biography
Nollbudget,8.3,11,72.0,Biography
Reba McEntire: Country Gold,7.4,9,60.0,Biography
The Artistry of Dean Irby,0.0,0,95.0,Biography
Palace Guardians,9.4,8,64.0,Biography
Me Dicen El Panzer,6.6,7,90.0,Biography
Italo Svevo. Secret Writing in Trieste,0.0,0,61.0,Biography
Ninety Minutes Later,0.0,0,88.0,Biography
El Chilote: Gloria del Béisbol Dominicano,0.0,0,75.0,Biography
Hancsovszky,7.8,21,0.0,Biography
Tejaswini (Odia),0.0,0,95.0,Biography
Ibnu Nurwanto - The Wood,0.0,0,61.0,Biography
Senza volto - Storia di Fabrizio Maiello,0.0,0,99.0,Biography
Bad Case of the Country Blues: The Linda Martell Story,0.0,0,89.0,Biography
I am the girl: this is my childhood until I wake up,0.0,0,100.0,Biography
Toquinho: Encontros e um Violão,8.6,5,90.0,Biography
O familie aproape perfecta,4.7,7,88.0,Biography
Dad and I: The Legacy of Timothy J. Dunn,0.0,0,143.0,Biography
Brev til Håkon Banken,8.1,28,80.0,Biography
The Swimming Diaries,0.0,0,100.0,Biography
Chaplin et les temps modernes: La voie du silence,0.0,0,54.0,Biography
Que notre joie demeure,0.0,0,108.0,Biography
Alzheimer mezhdu baba i men,0.0,0,51.0,Biography
Graciano Rocchigiani - Das Herz eines Boxers,9.2,51,123.0,Biography
Zielony atrament,0.0,0,49.0,Biography
She Dances by the Sea,0.0,0,107.0,Biography
Alyah and the Cove,0.0,0,100.0,Biography
Italo Calvino nelle città,0.0,0,86.0,Biography
"Sebastião Leme, o Fotógrafo Inventor",0.0,0,80.0,Biography
"Lupicinio Rodrigues, Confissões de um Sofredor",7.0,5,99.0,Biography
A Serena Onda que o Mar me Trouxe,0.0,0,73.0,Biography
I am the girl 2 and my black belt,0.0,0,122.0,Biography
Seu Cavalcanti,0.0,0,78.0,Biography
The light of Darkness,0.0,0,50.0,Biography
My Barbara,0.0,0,56.0,Biography
The Leader,0.0,0,55.0,Biography
Veljko od mora,7.2,16,53.0,Biography
"Nemere István: addig írok, amíg élek",0.0,0,70.0,Biography
Giroud,7.3,9,0.0,Biography
"À l'école de l'universel: Germaine Le Goff, l'histoire d'une pionnière",0.0,0,53.0,Biography
Citizen Glenn,0.0,0,55.0,Biography
Dushu,0.0,0,96.0,Biography
Samuel: Hollywood vs. Hollywood,0.0,0,109.0,Biography
Our Place Is Here,0.0,0,54.0,Biography
"Señor Jazz, la película de Carlos Inzillo",0.0,0,82.0,Biography
Rinnans rival,0.0,0,94.0,Biography
YA - Sergey Obraztsov,0.0,0,85.0,Biography
Complô,0.0,0,85.0,Biography
Gaston - Last Clown Standing,0.0,0,90.0,Biography
Tapes of Revolution,9.5,6,75.0,Biography
Mr Bakhshdar,0.0,0,60.0,Biography
O Poeta Rei,0.0,0,69.0,Biography
Born Again: George Whitefield,0.0,0,59.0,Biography
Mariko's Dream,0.0,0,79.0,Biography
Ghouroub,0.0,0,65.0,Biography
Destiny or Will. Marusia,8.9,16,0.0,Biography
Grow Vasu,0.0,0,60.0,Biography
Run It Back: A Home Brew Story,0.0,0,68.0,Biography
Um Tempo de Todos,0.0,0,132.0,Biography
Interviews with Abdelkrim Baba Aïssa,0.0,0,374.0,Biography
La nostra Raffaella,0.0,0,85.0,Biography
Pellizza pittore da Volpedo,0.0,0,75.0,Biography
"Georges Pompidou, la cruauté du pouvoir",6.2,6,104.0,Biography
Doris Soffel - Mezzosopran Ein Leben im Labyrinth,0.0,0,59.0,Biography
Beyaz Zenciler: Yapim Asamasi,8.6,5,55.0,Biography
Giannis Spanos: Piso ap' ti markiza,7.8,15,118.0,Biography
Mary Pickford's Kiss,0.0,0,83.0,Biography
"Love, Blood, & Aztec Demons: The Lost Films of Juan F. Moctezuma II",0.0,0,94.0,Biography
Despierta tu alma,0.0,0,0.0,Biography
¡Qué suerte hemos tenido!,7.5,16,62.0,Biography
Entre Dois Rios e Outras Noites,0.0,0,50.0,Biography
Duilio Cambellotti - Arte senza fine,0.0,0,56.0,Biography
Gevart,7.3,69,34.0,Biography
"THE GAP: A Documentary About Where You Are, and Where You Want to Be.",0.0,0,96.0,Biography
Los Chavales de la Morelia,0.0,0,40.0,Biography
Making Life Sing in Pursuit of Utu: The Micere Githae Mugo Story,0.0,0,155.0,Biography
Davaj Paradiso,9.1,27,63.0,Biography
Sefi,0.0,0,58.0,Biography
Pandit Ayachi,0.0,0,64.0,Biography
Colita sin filtros,0.0,0,58.0,Biography
Jestem postacia fikcyjna,0.0,0,75.0,Biography
"Frédéric Mitterrand, une vie en images",0.0,0,50.0,Biography
Mera naam ullhas hai part 2 (bachelor),0.0,0,60.0,Biography
The Life and Death of Orson Greer,0.0,0,0.0,Biography
Maçãs no Escuro,0.0,0,108.0,Biography
Anssi Mänttäri - Suomielokuvan kummisetä,0.0,0,113.0,Biography
"Jaime Isidoro: divulgador, colecionador, artista",0.0,0,80.0,Biography
